Date,Price,Open,High,Low,Vol.,Change %
"Apr 01, 2020","12,876.37","12,966.82","13,138.05","12,813.98",373.01M,-3.76%
"Mar 31, 2020","13,378.75","13,083.92","13,557.62","13,083.92",498.99M,2.61%
"Mar 30, 2020","13,038.50","12,780.91","13,048.44","12,548.96",388.25M,2.76%
"Mar 27, 2020","12,687.74","12,942.91","12,963.60","12,630.27",453.38M,-5.11%
"Mar 26, 2020","13,371.17","13,154.10","13,592.34","13,138.34",471.05M,1.77%
"Mar 25, 2020","13,139.23","12,588.14","13,690.39","12,496.27",553.13M,4.52%
"Mar 24, 2020","12,571.08","11,909.65","12,588.28","11,823.86",489.33M,11.96%
"Mar 23, 2020","11,228.49","11,802.77","11,870.56","11,172.73",473.24M,-5.26%
"Mar 20, 2020","11,851.81","12,335.65","12,670.78","11,809.40",727.89M,-2.62%
"Mar 19, 2020","12,170.52","11,657.34","12,294.41","11,361.34",531.59M,3.83%
"Mar 18, 2020","11,721.42","12,197.74","12,500.03","11,384.06",589.44M,-7.60%
"Mar 17, 2020","12,685.21","12,525.27","13,114.53","12,322.67",618.75M,2.63%
"Mar 16, 2020","12,360.40","12,648.73","12,851.68","11,883.66",525.67M,-9.89%
"Mar 13, 2020","13,716.33","13,161.61","13,716.33","12,608.31",669.33M,9.66%
"Mar 12, 2020","12,508.45","13,611.82","13,611.82","12,451.12",678.33M,-12.34%
"Mar 11, 2020","14,270.09","14,639.69","14,714.23","14,185.23",468.98M,-4.60%
"Mar 10, 2020","14,958.09","15,019.04","15,048.84","14,481.91",571.00M,3.06%
"Mar 09, 2020","14,514.24","15,221.82","15,240.30","14,498.32",559.23M,-10.27%
"Mar 06, 2020","16,175.02","16,222.14","16,261.52","16,015.81",374.70M,-2.29%
"Mar 05, 2020","16,553.99","16,541.64","16,684.93","16,456.74",312.98M,-1.34%
"Mar 04, 2020","16,779.53","16,659.92","16,779.53","16,539.39",273.72M,2.17%
"Mar 03, 2020","16,423.62","16,674.86","16,798.22","16,378.31",393.13M,-0.78%
"Mar 02, 2020","16,553.26","16,324.99","16,566.68","16,166.26",374.72M,1.78%
